seq,tx,rx,latency
450216,1764177717136811213,1764177717130180342,-6630871
3237908,1764177717137857854,1764177717131226031,-6631823
450217,1764177717137871040,1764177717131239475,-6631565
3237909,1764177717138917514,1764177717132285311,-6632203
450218,1764177717138930662,1764177717132298867,-6631795
3237910,1764177717139978248,1764177717133350592,-6627656
450219,1764177717139990600,1764177717133353074,-6637526
3237911,1764177717141037945,1764177717134406744,-6631201
450220,1764177717141050426,1764177717134420873,-6629553
3237912,1764177717142097568,1764177717135465710,-6631858
450221,1764177717142110123,1764177717135478340,-6631783
3237913,1764177717143157135,1764177717136529139,-6627996
450222,1764177717143169876,1764177717136549491,-6620385
3237914,1764177717144216925,1764177717137588901,-6628024
450223,1764177717144230499,1764177717137597531,-6632968
3237915,1764177717145276659,1764177717138644960,-6631699
450224,1764177717145290455,1764177717138660775,-6629680
3237916,1764177717146336392,1764177717139704574,-6631818
450225,1764177717146350374,1764177717139718630,-6631744
3237917,1764177717147397089,1764177717140765318,-6631771
450226,1764177717147410293,1764177717140778318,-6631975
3237918,1764177717148456768,1764177717141825433,-6631335
450227,1764177717148469990,1764177717141838673,-6631317
3237919,1764177717149516391,1764177717142884843,-6631548
450228,1764177717149530039,1764177717142897121,-6632918
3237920,1764177717150575995,1764177717143944032,-6631963
450229,1764177717150589791,1764177717143959309,-6630482
3237921,1764177717151636766,1764177717145005239,-6631527
450230,1764177717151649766,1764177717145018350,-6631416
3237922,1764177717152696537,1764177717146064853,-6631684
450231,1764177717152709685,1764177717146078242,-6631443
3237923,1764177717153756048,1764177717147124375,-6631673
450232,1764177717153769734,1764177717147137967,-6631767
3237924,1764177717154815616,1764177717148183822,-6631794
450233,1764177717154829616,1764177717148199970,-6629646
3237925,1764177717155876368,1764177717149244714,-6631654
450234,1764177717155889572,1764177717149257862,-6631710
3237926,1764177717156936084,1764177717150304199,-6631885
450235,1764177717156949361,1764177717150317532,-6631829
3237927,1764177717157995817,1764177717151365035,-6630782
450236,1764177717158009206,1764177717151378184,-6631022
3237928,1764177717159055403,1764177717152423465,-6631938
450237,1764177717159069088,1764177717152437261,-6631827
3237929,1764177717160116119,1764177717153484227,-6631892
450238,1764177717160129137,1764177717153497264,-6631873
3237930,1764177717161175927,1764177717154544026,-6631901
450239,1764177717161189001,1764177717154557101,-6631900
3237931,1764177717162235568,1764177717155604456,-6631112
450240,1764177717162248901,1764177717155621567,-6627334
3237932,1764177717163296228,1764177717156664718,-6631510
450241,1764177717163308746,1764177717156677848,-6630898
3237933,1764177717164355906,1764177717157724351,-6631555
450242,1764177717164368721,1764177717157738703,-6630018
3237934,1764177717165415566,1764177717158783743,-6631823
450243,1764177717165428584,1764177717158796873,-6631711
3237935,1764177717166475263,1764177717159843191,-6632072
450244,1764177717166488226,1764177717159856450,-6631776
3237936,1764177717167536015,1764177717160904175,-6631840
450245,1764177717167548182,1764177717160917212,-6630970
3237937,1764177717168595694,1764177717161963808,-6631886
450246,1764177717168607953,1764177717161977549,-6630404
3237938,1764177717169655354,1764177717163024293,-6631061
450247,1764177717169668002,1764177717163037496,-6630506
3237939,1764177717170715106,1764177717164083166,-6631940
450248,1764177717170728032,1764177717164096592,-6631440
3237940,1764177717171775840,1764177717165145299,-6630541
450249,1764177717171787988,1764177717165158466,-6629522
3237941,1764177717172835629,1764177717166204321,-6631308
450250,1764177717172847870,1764177717166217358,-6630512
3237942,1764177717173895289,1764177717167263657,-6631632
450251,1764177717173907678,1764177717167276750,-6630928
3237943,1764177717174954875,1764177717168323012,-6631863
450252,1764177717174969412,1764177717168339123,-6630289
3237944,1764177717176015609,1764177717169384793,-6630816
450253,1764177717176030813,1764177717169401793,-6629020
3237945,1764177717177075343,1764177717170443519,-6631824
450254,1764177717177092102,1764177717170460204,-6631898
3237946,1764177717178135206,1764177717171503318,-6631888
450255,1764177717178152503,1764177717171521985,-6630518
3237947,1764177717179195959,1764177717172564303,-6631656
450256,1764177717179212811,1764177717172580932,-6631879
3237948,1764177717180255730,1764177717173623843,-6631887
450257,1764177717180272952,1764177717173641176,-6631776
3237949,1764177717181315501,1764177717174683902,-6631599
450258,1764177717181333075,1764177717174701328,-6631747
3237950,1764177717182375179,1764177717175747294,-6627885
450259,1764177717182393161,1764177717175761998,-6631163
3237951,1764177717183436006,1764177717176804686,-6631320
450260,1764177717183453172,1764177717176821649,-6631523
3237952,1764177717184495980,1764177717177864078,-6631902
450261,1764177717184513240,1764177717177881522,-6631718
3237953,1764177717185555825,1764177717178925007,-6630818
450262,1764177717185573307,1764177717178941433,-6631874
3237954,1764177717186615467,1764177717179983455,-6632012
450263,1764177717186633319,1764177717180001455,-6631864
3237955,1764177717187676349,1764177717181044606,-6631743
450264,1764177717187693386,1764177717181061588,-6631798
3237956,1764177717188736175,1764177717182104017,-6632158
450265,1764177717188753472,1764177717182121813,-6631659
3237957,1764177717189796020,1764177717183170001,-6626019
450266,1764177717189813631,1764177717183181742,-6631889
3237958,1764177717190855625,1764177717184226430,-6629195
450267,1764177717190874180,1764177717184242745,-6631435
3237959,1764177717191916414,1764177717185285878,-6630536
450268,1764177717191934710,1764177717185303563,-6631147
3237960,1764177717192976352,1764177717186344603,-6631749
450269,1764177717192995129,1764177717186363326,-6631803
3237961,1764177717194036141,1764177717187404533,-6631608
450270,1764177717194055623,1764177717187423792,-6631831
3237962,1764177717195095412,1764177717188463499,-6631913
450271,1764177717195115653,1764177717188483647,-6632006
3237963,1764177717196156479,1764177717189524687,-6631792
450272,1764177717196175794,1764177717189544909,-6630885
3237964,1764177717197216306,1764177717190585783,-6630523
450273,1764177717197235676,1764177717190604024,-6631652
3237965,1764177717198276114,1764177717191644082,-6632032
450274,1764177717198295577,1764177717191663842,-6631735
3237966,1764177717199337052,1764177717192707289,-6629763
450275,1764177717199356126,1764177717192724400,-6631726
3237967,1764177717200396823,1764177717193765033,-6631790
450276,1764177717200416026,1764177717193783978,-6632048
3237968,1764177717201456742,1764177717194825166,-6631576
450277,1764177717201475760,1764177717194843999,-6631761
3237969,1764177717202516309,1764177717195884391,-6631918
450278,1764177717202535531,1764177717195903725,-6631806
3237970,1764177717203577228,1764177717196946265,-6630963
450279,1764177717203595876,1764177717196964672,-6631204
3237971,1764177717204636906,1764177717198005046,-6631860
450280,1764177717204655777,1764177717198024009,-6631768
3237972,1764177717205696529,1764177717199065401,-6631128
450281,1764177717205715696,1764177717199084808,-6630888
3237973,1764177717206756282,1764177717200124478,-6631804
450282,1764177717206775745,1764177717200144589,-6631156
3237974,1764177717207817108,1764177717201185333,-6631775
450283,1764177717207836090,1764177717201204204,-6631886
3237975,1764177717208876861,1764177717202244947,-6631914
450284,1764177717208896194,1764177717202264503,-6631691
3237976,1764177717209936835,1764177717203304784,-6632051
450285,1764177717209956243,1764177717203325210,-6631033
3237977,1764177717210996495,1764177717204364565,-6631930
450286,1764177717211016051,1764177717204384083,-6631968
3237978,1764177717212057359,1764177717205425790,-6631569
450287,1764177717212076136,1764177717205444716,-6631420
3237979,1764177717213117222,1764177717206487219,-6630003
450288,1764177717213136111,1764177717206504794,-6631317
3237980,1764177717214177012,1764177717207545223,-6631789
450289,1764177717214196012,1764177717207564000,-6632012
3237981,1764177717215238042,1764177717208606170,-6631872
450290,1764177717215256171,1764177717208624244,-6631927
3237982,1764177717216297850,1764177717209665877,-6631973
450291,1764177717216316702,1764177717209684877,-6631825
3237983,1764177717217357491,1764177717210726695,-6630796
450292,1764177717217376732,1764177717210745473,-6631259
3237984,1764177717218417281,1764177717211785198,-6632083
450293,1764177717218436484,1764177717211804680,-6631804
3237985,1764177717219478255,1764177717212846498,-6631757
450294,1764177717219496459,1764177717212865405,-6631054
3237986,1764177717220537989,1764177717213906408,-6631581
450295,1764177717220556693,1764177717213924612,-6632081
3237987,1764177717221597686,1764177717214966856,-6630830
450296,1764177717221617038,1764177717214985282,-6631756
3237988,1764177717222657494,1764177717216025693,-6631801
450297,1764177717222676864,1764177717216044859,-6632005
3237989,1764177717223718358,1764177717217086659,-6631699
450298,1764177717223736950,1764177717217105899,-6631051
3237990,1764177717224778147,1764177717218146699,-6631448
450299,1764177717224798814,1764177717218168384,-6630430
3237991,1764177717225837752,1764177717219206128,-6631624
450300,1764177717225860233,1764177717219228517,-6631716
3237992,1764177717226897597,1764177717220266483,-6631114
450301,1764177717226920356,1764177717220288724,-6631632
3237993,1764177717227958571,1764177717221326857,-6631714
450302,1764177717227980904,1764177717221349060,-6631844
3237994,1764177717229018268,1764177717222386804,-6631464
450303,1764177717229040935,1764177717222408841,-6632094
3237995,1764177717230078021,1764177717223446363,-6631658
450304,1764177717230100798,1764177717223469104,-6631694
3237996,1764177717231137810,1764177717224506718,-6631092
450305,1764177717231160532,1764177717224528644,-6631888
3237997,1764177717232197637,1764177717225565814,-6631823
450306,1764177717232231599,1764177717225600425,-6631174
3237998,1764177717233257426,1764177717226625761,-6631665
450307,1764177717233291630,1764177717226660780,-6630850
3237999,1764177717234317456,1764177717227685709,-6631747
450308,1764177717234351438,1764177717227719728,-6631710
3238000,1764177717235378394,1764177717228746620,-6631774
450309,1764177717235411449,1764177717228779620,-6631829
3238001,1764177717236438295,1764177717229806512,-6631783
450310,1764177717236471331,1764177717229839715,-6631616
3238002,1764177717237498065,1764177717230866219,-6631846
450311,1764177717237531121,1764177717230899959,-6631162
3238003,1764177717238557651,1764177717231926240,-6631411
450312,1764177717238590855,1764177717231958592,-6632263
3238004,1764177717239618570,1764177717232986447,-6632123
450313,1764177717239650681,1764177717233018262,-6632419
3238005,1764177717240678378,1764177717234050636,-6627742
450314,1764177717240710341,1764177717234079562,-6630779
3238006,1764177717241738112,1764177717235106379,-6631733
450315,1764177717241770094,1764177717235137917,-6632177
3238007,1764177717242797791,1764177717236166031,-6631760
450316,1764177717242829772,1764177717236198105,-6631667
3238008,1764177717243858673,1764177717237229071,-6629602
450317,1764177717243889673,1764177717237257738,-6631935
3238009,1764177717244917314,1764177717238286630,-6630684
450318,1764177717244948092,1764177717238316185,-6631907
3238010,1764177717245976363,1764177717239345022,-6631341
450319,1764177717246006326,1764177717239374244,-6632082
3238011,1764177717247035949,1764177717240404043,-6631906
450320,1764177717247064522,1764177717240433414,-6631108
3238012,1764177717248095720,1764177717241463973,-6631747
450321,1764177717248124108,1764177717241493028,-6631080
3238013,1764177717249155602,1764177717242524068,-6631534
450322,1764177717249183842,1764177717242551698,-6632144
3238014,1764177717250215373,1764177717243583757,-6631616
450323,1764177717250243372,1764177717243611461,-6631911
3238015,1764177717251276329,1764177717244644538,-6631791
450324,1764177717251302847,1764177717244671538,-6631309
3238016,1764177717252336248,1764177717245706504,-6629744
450325,1764177717252362340,1764177717245730448,-6631892
3238017,1764177717253396074,1764177717246766803,-6629271
450326,1764177717253421945,1764177717246790415,-6631530
3238018,1764177717254455938,1764177717247824769,-6631169
450327,1764177717254481456,1764177717247849658,-6631798
3238019,1764177717255516931,1764177717248885013,-6631918
450328,1764177717255541135,1764177717248909199,-6631936
3238020,1764177717256576758,1764177717249944776,-6631982
450329,1764177717256600720,1764177717249968831,-6631889
3238021,1764177717257636566,1764177717251004631,-6631935
450330,1764177717257660251,1764177717251028131,-6632120
3238022,1764177717258696188,1764177717252064819,-6631369
450331,1764177717258719707,1764177717252087912,-6631795
3238023,1764177717259757089,1764177717253125174,-6631915
450332,1764177717259780793,1764177717253149026,-6631767
3238024,1764177717260816786,1764177717254186011,-6630775
450333,1764177717260840434,1764177717254210418,-6630016
3238025,1764177717261876723,1764177717255245236,-6631487
450334,1764177717261900001,1764177717255268292,-6631709
3238026,1764177717262936643,1764177717256304628,-6632015
450335,1764177717262959494,1764177717256327480,-6632014
3238027,1764177717263997673,1764177717257365909,-6631764
450336,1764177717264019265,1764177717257387206,-6632059
3238028,1764177717265057592,1764177717258425857,-6631735
450337,1764177717265078795,1764177717258447487,-6631308
3238029,1764177717266117418,1764177717259485693,-6631725
450338,1764177717266138492,1764177717259506823,-6631669
3238030,1764177717267178226,1764177717260546548,-6631678
450339,1764177717267198282,1764177717260566326,-6631956
3238031,1764177717268238053,1764177717261606829,-6631224
450340,1764177717268257905,1764177717261625700,-6632205
3238032,1764177717269297768,1764177717262666055,-6631713
450341,1764177717269317453,1764177717262685314,-6632139
3238033,1764177717270357521,1764177717263725947,-6631574
450342,1764177717270377317,1764177717263745317,-6632000
3238034,1764177717271418347,1764177717264786506,-6631841
450343,1764177717271437329,1764177717264805450,-6631879
3238035,1764177717272478063,1764177717265846620,-6631443
450344,1764177717272496989,1764177717265866064,-6630925
3238036,1764177717273537834,1764177717266905956,-6631878
450345,1764177717273556778,1764177717266925179,-6631599
3238037,1764177717274597568,1764177717267965626,-6631942
450346,1764177717274616438,1764177717267985293,-6631145
3238038,1764177717275658487,1764177717269026537,-6631950
450347,1764177717275678653,1764177717269048352,-6630301
3238039,1764177717276718461,1764177717270086429,-6632032
450348,1764177717276739998,1764177717270108392,-6631606
3238040,1764177717277778399,1764177717271147969,-6630430
450349,1764177717277799954,1764177717271168284,-6631670
3238041,1764177717278838188,1764177717272206009,-6632179
450350,1764177717278859781,1764177717272228602,-6631179
3238042,1764177717279898996,1764177717273267587,-6631409
450351,1764177717279919682,1764177717273287864,-6631818
3238043,1764177717280958842,1764177717274327034,-6631808
450352,1764177717280979378,1764177717274347923,-6631455
3238044,1764177717282018594,1764177717275387963,-6630631
450353,1764177717282038909,1764177717275407074,-6631835
3238045,1764177717283078402,1764177717276446392,-6632010
450354,1764177717283098383,1764177717276466374,-6632009
3238046,1764177717284139303,1764177717277507525,-6631778
450355,1764177717284158432,1764177717277526673,-6631759
3238047,1764177717285199111,1764177717278567232,-6631879
450356,1764177717285218407,1764177717278586954,-6631453
3238048,1764177717286259011,1764177717279627809,-6631202
450357,1764177717286278307,1764177717279646884,-6631423
3238049,1764177717287319819,1764177717280689313,-6630506
450358,1764177717287338597,1764177717280706887,-6631710
3238050,1764177717288379738,1764177717281748075,-6631663
450359,1764177717288398553,1764177717281767612,-6630941
3238051,1764177717289439472,1764177717282807912,-6631560
450360,1764177717289458416,1764177717282826467,-6631949
3238052,1764177717290499280,1764177717283870730,-6628550
450361,1764177717290518206,1764177717283887637,-6630569
3238053,1764177717291560384,1764177717284929122,-6631262
450362,1764177717291578144,1764177717284946566,-6631578
3238054,1764177717292620137,1764177717285988477,-6631660
450363,1764177717292638137,1764177717286007088,-6631049
3238055,1764177717293679834,1764177717287048276,-6631558
450364,1764177717293698241,1764177717287066480,-6631761
3238056,1764177717294739438,1764177717288107946,-6631492
450365,1764177717294758494,1764177717288126650,-6631844
3238057,1764177717295800320,1764177717289169801,-6630519
450366,1764177717295818727,1764177717289186894,-6631833
3238058,1764177717296859647,1764177717290228156,-6631491
450367,1764177717296879017,1764177717290247008,-6632009
3238059,1764177717297919473,1764177717291287937,-6631536
450368,1764177717297938899,1764177717291307270,-6631629
3238060,1764177717298979337,1764177717292347459,-6631878
450369,1764177717298998763,1764177717292368237,-6630526
3238061,1764177717300040367,1764177717293409388,-6630979
450370,1764177717300058885,1764177717293427184,-6631701
3238062,1764177717301100268,1764177717294468539,-6631729
450371,1764177717301119119,1764177717294487410,-6631709
3238063,1764177717302159983,1764177717295528116,-6631867
450372,1764177717302179020,1764177717295547987,-6631033
3238064,1764177717303220976,1764177717296589416,-6631560
450373,1764177717303239087,1764177717296607194,-6631893
3238065,1764177717304280821,1764177717297648938,-6631883
450374,1764177717304299377,1764177717297667697,-6631680
3238066,1764177717305340648,1764177717298709163,-6631485
450375,1764177717305359333,1764177717298727441,-6631892
3238067,1764177717306400233,1764177717299768925,-6631308
450376,1764177717306419067,1764177717299788444,-6630623
3238068,1764177717307461282,1764177717300829780,-6631502
450377,1764177717307479115,1764177717300847373,-6631742
3238069,1764177717308521016,1764177717301889154,-6631862
450378,1764177717308539146,1764177717301907210,-6631936
3238070,1764177717309580769,1764177717302950731,-6630038
450379,1764177717309599028,1764177717302967805,-6631223
3238071,1764177717310640558,1764177717304008920,-6631638
450380,1764177717310658984,1764177717304027383,-6631601
3238072,1764177717311701292,1764177717305069682,-6631610
450381,1764177717311719181,1764177717305087367,-6631814
3238073,1764177717312761137,1764177717306129426,-6631711
450382,1764177717312779341,1764177717306147685,-6631656
3238074,1764177717313820908,1764177717307191392,-6629516
450383,1764177717313839556,1764177717307208837,-6630719
3238075,1764177717314880568,1764177717308248877,-6631691
450384,1764177717314899438,1764177717308267747,-6631691
3238076,1764177717315941617,1764177717309310176,-6631441
450385,1764177717315959672,1764177717309328621,-6631051
3238077,1764177717317001480,1764177717310369568,-6631912
450386,1764177717317019702,1764177717310388142,-6631560
3238078,1764177717318061158,1764177717311429294,-6631864
450387,1764177717318079899,1764177717311448368,-6631531
3238079,1764177717319120633,1764177717312488982,-6631651
450388,1764177717319139522,1764177717312507612,-6631910
3238080,1764177717320181552,1764177717313549819,-6631733
450389,1764177717320199663,1764177717313568559,-6631104
3238081,1764177717321241323,1764177717314609766,-6631557
450390,1764177717321259768,1764177717314627970,-6631798
3238082,1764177717322301057,1764177717315669640,-6631417
450391,1764177717322319835,1764177717315688177,-6631658
3238083,1764177717323361828,1764177717316731106,-6630722
450392,1764177717323379772,1764177717316748625,-6631147
3238084,1764177717324421655,1764177717317789961,-6631694
450393,1764177717324439692,1764177717317807943,-6631749
3238085,1764177717325481463,1764177717318849501,-6631962
450394,1764177717325501740,1764177717318871353,-6630387
3238086,1764177717326541197,1764177717319909467,-6631730
450395,1764177717326562900,1764177717319931467,-6631433
3238087,1764177717327602134,1764177717320971100,-6631034
450396,1764177717327622764,1764177717320991785,-6630979
3238088,1764177717328662109,1764177717322030511,-6631598
450397,1764177717328682498,1764177717322050622,-6631876
3238089,1764177717329721935,1764177717323089958,-6631977
450398,1764177717329742083,1764177717323111495,-6630588
3238090,1764177717330781577,1764177717324149906,-6631671
450399,1764177717330801651,1764177717324170110,-6631541
3238091,1764177717331842403,1764177717325210483,-6631920
450400,1764177717331861681,1764177717325229965,-6631716
3238092,1764177717332902304,1764177717326270542,-6631762
450401,1764177717332921470,1764177717326289579,-6631891
3238093,1764177717333962167,1764177717327330638,-6631529
450402,1764177717333981186,1764177717327350453,-6630733
3238094,1764177717335022105,1764177717328390715,-6631390
450403,1764177717335040957,1764177717328409382,-6631575
3238095,1764177717336082950,1764177717329451348,-6631602
450404,1764177717336101098,1764177717329469718,-6631380
3238096,1764177717337142647,1764177717330511407,-6631240
450405,1764177717337161276,1764177717330529833,-6631443
3238097,1764177717338202325,1764177717331570095,-6632230
450406,1764177717338221066,1764177717331589039,-6632027
3238098,1764177717339263318,1764177717332631376,-6631942
450407,1764177717339281189,1764177717332649061,-6632128
3238099,1764177717340322997,1764177717333695027,-6627970
450408,1764177717340341311,1764177717333711009,-6630302
3238100,1764177717341382786,1764177717334752401,-6630385
450409,1764177717341401527,1764177717334772234,-6629293
3238101,1764177717342442446,1764177717335810923,-6631523
450410,1764177717342461279,1764177717335829848,-6631431
3238102,1764177717343503532,1764177717336872166,-6631366
450411,1764177717343521384,1764177717336891444,-6629940
3238103,1764177717344563192,1764177717337931818,-6631374
450412,1764177717344581488,1764177717337949707,-6631781
3238104,1764177717345623018,1764177717338993636,-6629382
450413,1764177717345641759,1764177717339010154,-6631605
3238105,1764177717346682734,1764177717340050750,-6631984
450414,1764177717346701900,1764177717340070991,-6630909
3238106,1764177717347742986,1764177717341111438,-6631548
450415,1764177717347762301,1764177717341131216,-6631085
3238107,1764177717348802646,1764177717342172738,-6629908
450416,1764177717348822146,1764177717342191108,-6631038
3238108,1764177717349862472,1764177717343230834,-6631638
450417,1764177717349881806,1764177717343250186,-6631620
3238109,1764177717350922373,1764177717344291392,-6630981
450418,1764177717350941410,1764177717344311041,-6630369
3238110,1764177717351983181,1764177717345351562,-6631619
450419,1764177717352001514,1764177717345369618,-6631896
3238111,1764177717353042989,1764177717346411232,-6631757
450420,1764177717353061915,1764177717346430269,-6631646
3238112,1764177717354102686,1764177717347470791,-6631895
450421,1764177717354121704,1764177717347489921,-6631783
3238113,1764177717355162401,1764177717348531072,-6631329
450422,1764177717355181790,1764177717348550739,-6631051
3238114,1764177717356222228,1764177717349591056,-6631172
450423,1764177717356241598,1764177717349609908,-6631690
3238115,1764177717357282258,1764177717350651337,-6630921
450424,1764177717357301276,1764177717350671004,-6630272
3238116,1764177717358342122,1764177717351710470,-6631652
450425,1764177717358361066,1764177717351729822,-6631244
3238117,1764177717359402874,1764177717352771325,-6631549
450426,1764177717359421170,1764177717352789362,-6631808
3238118,1764177717360462701,1764177717353830958,-6631743
450427,1764177717360481312,1764177717353849699,-6631613
3238119,1764177717361522527,1764177717354890943,-6631584
450428,1764177717361541416,1764177717354910887,-6630529
3238120,1764177717362582335,1764177717355950798,-6631537
450429,1764177717362601261,1764177717355969742,-6631519
3238121,1764177717363643032,1764177717357012042,-6630990
450430,1764177717363661217,1764177717357029634,-6631583
3238122,1764177717364703025,1764177717358072045,-6630980
450431,1764177717364721377,1764177717358089656,-6631721
3238123,1764177717365763018,1764177717359131270,-6631748
450432,1764177717365781481,1764177717359149641,-6631840
3238124,1764177717366822789,1764177717360191218,-6631571
450433,1764177717366841493,1764177717360210514,-6630979
3238125,1764177717367883838,1764177717361252517,-6631321
450434,1764177717367901690,1764177717361269758,-6631932
3238126,1764177717368943720,1764177717362312761,-6630959
450435,1764177717368961739,1764177717362330910,-6630829
3238127,1764177717370003510,1764177717363371709,-6631801
450436,1764177717370022213,1764177717363390357,-6631856
3238128,1764177717371063336,1764177717364431434,-6631902
450437,1764177717371082077,1764177717364451157,-6630920
3238129,1764177717372124181,1764177717365492549,-6631632
450438,1764177717372142255,1764177717365510678,-6631577
3238130,1764177717373184045,1764177717366552237,-6631808
450439,1764177717373202619,1764177717366571330,-6631289
3238131,1764177717374243890,1764177717367612296,-6631594
450440,1764177717374262445,1764177717367631074,-6631371
3238132,1764177717375304753,1764177717368672966,-6631787
450441,1764177717375324586,1764177717368695410,-6629176
3238133,1764177717376364487,1764177717369733098,-6631389
450442,1764177717376385654,1764177717369754154,-6631500
3238134,1764177717377424369,1764177717370792657,-6631712
450443,1764177717377445480,1764177717370814157,-6631323
3238135,1764177717378484196,1764177717371853160,-6631036
450444,1764177717378505085,1764177717371873327,-6631758
3238136,1764177717379544967,1764177717372913552,-6631415
450445,1764177717379564800,1764177717372932867,-6631933
3238137,1764177717380604886,1764177717373973315,-6631571
450446,1764177717380624552,1764177717373992611,-6631941
3238138,1764177717381664638,1764177717375032966,-6631672
450447,1764177717381684120,1764177717375052281,-6631839
3238139,1764177717382724428,1764177717376093358,-6631070
450448,1764177717382743798,1764177717376112729,-6631069
3238140,1764177717383785162,1764177717377156713,-6628449
450449,1764177717383804495,1764177717377172917,-6631578
3238141,1764177717384844933,1764177717378213161,-6631772
450450,1764177717384864284,1764177717378233365,-6630919
3238142,1764177717385904722,1764177717379272997,-6631725
450451,1764177717385923981,1764177717379292127,-6631854
3238143,1764177717386964493,1764177717380332556,-6631937
450452,1764177717386983604,1764177717380352204,-6631400
3238144,1764177717388025320,1764177717381395170,-6630150
450453,1764177717388043708,1764177717381412022,-6631686
3238145,1764177717389085276,1764177717382453655,-6631621
450454,1764177717389103998,1764177717382473007,-6630991
3238146,1764177717390145306,1764177717383517547,-6627759
450455,1764177717390164065,1764177717383533769,-6630296
3238147,1764177717391206262,1764177717384575050,-6631212
450456,1764177717391224484,1764177717384592958,-6631526
3238148,1764177717392266015,1764177717385637665,-6628350
450457,1764177717392284496,1764177717385652924,-6631572
3238149,1764177717393325823,1764177717386694260,-6631563
450458,1764177717393344508,1764177717386712668,-6631840
3238150,1764177717394385631,1764177717387753690,-6631941
450459,1764177717394404260,1764177717387772449,-6631811
3238151,1764177717395446642,1764177717388815156,-6631486
450460,1764177717395464235,1764177717388832508,-6631727
3238152,1764177717396506635,1764177717389875863,-6630772
450461,1764177717396524117,1764177717389892863,-6631254
3238153,1764177717397566592,1764177717390935014,-6631578
450462,1764177717397584203,1764177717390952644,-6631559
3238154,1764177717398625826,1764177717391994054,-6631772
450463,1764177717398644288,1764177717392013739,-6630549
3238155,1764177717399686726,1764177717393055243,-6631483
450464,1764177717399704485,1764177717393073168,-6631317
3238156,1764177717400746479,1764177717394116912,-6629567
450465,1764177717400764386,1764177717394132968,-6631418
3238157,1764177717401806342,1764177717395174712,-6631630
450466,1764177717401824323,1764177717395192434,-6631889
3238158,1764177717402866187,1764177717396234382,-6631805
450467,1764177717402884576,1764177717396253660,-6630916
3238159,1764177717403927199,1764177717397296052,-6631147
450468,1764177717403944680,1764177717397313089,-6631591
3238160,1764177717404987044,1764177717398356851,-6630193
450469,1764177717405004729,1764177717398373684,-6631045
3238161,1764177717406046759,1764177717399419799,-6626960
450470,1764177717406064741,1764177717399433965,-6630776
3238162,1764177717407106438,1764177717400474968,-6631470
450471,1764177717407125086,1764177717400493765,-6631321
3238163,1764177717408167246,1764177717401536027,-6631219
450472,1764177717408185097,1764177717401553305,-6631792
3238164,1764177717409227202,1764177717402596938,-6630264
450473,1764177717409244979,1764177717402613364,-6631615
3238165,1764177717410287065,1764177717403656145,-6630920
450474,1764177717410305084,1764177717403673608,-6631476
3238166,1764177717411347855,1764177717404716648,-6631207
450475,1764177717411365281,1764177717404733648,-6631633
3238167,1764177717412407737,1764177717405776058,-6631679
450476,1764177717412425329,1764177717405795059,-6630270
3238168,1764177717413467452,1764177717406836062,-6631390
450477,1764177717413485378,1764177717406854117,-6631261
3238169,1764177717414527186,1764177717407895287,-6631899
450478,1764177717414545631,1764177717407914028,-6631603
3238170,1764177717415588050,1764177717408956346,-6631704
450479,1764177717415605772,1764177717408973790,-6631982
3238171,1764177717416647876,1764177717410016349,-6631527
450480,1764177717416665895,1764177717410035423,-6630472
3238172,1764177717417707462,1764177717411076945,-6630517
450481,1764177717417726110,1764177717411094574,-6631536
3238173,1764177717418767085,1764177717412135448,-6631637
450482,1764177717418785937,1764177717412153948,-6631989
3238174,1764177717419828023,1764177717413197340,-6630683
450483,1764177717419846133,1764177717413214673,-6631460
3238175,1764177717420887886,1764177717414256065,-6631821
450484,1764177717420906145,1764177717414274436,-6631709
3238176,1764177717421947509,1764177717415315661,-6631848
450485,1764177717421966157,1764177717415334402,-6631755
3238177,1764177717423007076,1764177717416375146,-6631930
450486,1764177717423026039,1764177717416394331,-6631708
3238178,1764177717424068143,1764177717417437445,-6630698
450487,1764177717424085921,1764177717417454668,-6631253
3238179,1764177717425127933,1764177717418496374,-6631559
450488,1764177717425148007,1764177717418518004,-6630003
3238180,1764177717426187630,1764177717419556248,-6631382
450489,1764177717426208963,1764177717419578415,-6630548
3238181,1764177717427248493,1764177717420616770,-6631723
450490,1764177717427268919,1764177717420637177,-6631742
3238182,1764177717428308486,1764177717421676643,-6631843
450491,1764177717428328653,1764177717421696940,-6631713
3238183,1764177717429368313,1764177717422736739,-6631574
450492,1764177717429388350,1764177717422756369,-6631981
3238184,1764177717430428195,1764177717423796427,-6631768
450493,1764177717430447936,1764177717423816964,-6630972
3238185,1764177717431488892,1764177717424857579,-6631313
450494,1764177717431508003,1764177717424876634,-6631369
3238186,1764177717432548737,1764177717425917100,-6631637
450495,1764177717432567848,1764177717425936026,-6631822
3238187,1764177717433608656,1764177717426978233,-6630423
450496,1764177717433627656,1764177717426996122,-6631534
3238188,1764177717434668353,1764177717428037348,-6631005
450497,1764177717434687464,1764177717428055792,-6631672
3238189,1764177717435729068,1764177717429097591,-6631477
450498,1764177717435748198,1764177717429116443,-6631755
3238190,1764177717436789006,1764177717430157391,-6631615
450499,1764177717436807987,1764177717430176354,-6631633
3238191,1764177717437848833,1764177717431217894,-6630939
450500,1764177717437867740,1764177717431237153,-6630587
3238192,1764177717438908826,1764177717432277120,-6631706
